Age,Income,Credit_Score,Missed_Payments,Debt_to_Income_Ratio,Delinquent
44,36252,580,2,0.49,1
60,26175,731,1,0.22,0
39,43245,698,2,0.3,1
32,38399,667,1,0.29,0
64,148816,725,1,0.46,0
21,24353,502,1,0.13,0
18,52136,759,0,0.16,0
45,56880,641,4,0.54,1
33,25791,662,4,0.19,1
26,74020,637,8,0.47,1
49,38599,731,2,0.27,1
43,15000,573,5,0.43,1
32,72831,768,1,0.08,0
23,25080,682,2,0.64,1
51,26142,717,1,0.07,0
48,74068,606,1,0.25,1
38,39803,601,1,0.12,0
64,85021,735,0,0.26,0
26,101326,698,2,0.7,0
20,33291,761,3,0.32,0
31,78901,668,1,0.28,0
39,31154,654,0,0.34,0
43,187188,728,3,0.43,1
36,32345,794,0,0.15,0
44,90730,680,1,0.15,0
23,81330,586,5,0.34,1
58,59257,728,2,0.14,0
38,32783,664,1,0.56,0
54,44764,715,1,0.13,0
44,15000,664,0,0.06,0
45,56086,773,3,0.08,0
47,60461,638,1,0.15,0
45,53108,653,3,0.25,1
48,15000,650,1,0.2,0
57,22939,615,4,0.19,1
42,31292,655,0,0.27,0
49,58395,724,4,0.28,0
38,58314,735,0,0.06,0
58,44261,713,0,0.08,0
31,71764,673,0,0.55,0
63,26482,688,2,0.17,0
39,70695,701,4,0.61,1
21,65175,735,1,0.39,0
41,61484,465,2,0.33,1
31,43948,663,3,0.25,0
50,147037,632,1,0.17,1
31,65901,720,0,0.32,0
34,27419,675,0,0.78,0
18,56896,723,1,0.33,0
34,76994,588,4,0.42,1
18,34445,695,0,0.06,0
19,94236,734,1,0.16,0
49,61649,546,1,0.14,1
50,15000,830,1,0.4,0
45,58677,751,0,0.23,0
27,38421,680,1,0.43,0
39,67663,630,3,0.27,0
39,86381,669,2,0.2,0
24,55110,685,4,0.41,0
59,133139,669,2,0.62,1
51,44036,770,0,0.17,0
37,71317,651,3,0.41,0
40,79456,713,1,0.17,0
42,46239,602,0,0.16,0
18,78218,603,3,0.47,1
36,34310,666,3,0.26,1
31,38042,721,1,0.13,0
26,22303,634,1,0.05,0
36,56661,615,3,0.24,1
63,59584,731,3,0.45,1
48,99464,749,0,0.37,0
32,78801,692,1,0.21,0
47,41320,545,1,0.31,0
58,24175,830,1,0.2,0
52,63558,678,0,0.48,0
40,95458,661,3,0.65,0
31,77119,617,6,0.27,1
49,93965,702,0,0.31,0
45,43168,648,4,0.61,1
51,37050,737,3,0.41,0
48,31503,582,0,0.28,1
53,47404,661,0,0.45,0
33,46762,801,2,0.11,0
57,55492,693,0,0.22,0
42,45361,669,1,0.51,0
66,45243,623,2,0.12,0
31,30760,710,1,0.16,0
62,86247,741,1,0.36,0
42,51323,732,2,0.37,0
31,44149,664,0,0.38,0
33,31305,701,0,0.05,0
35,22045,780,1,0.21,0
45,107449,744,2,0.24,0
46,68376,632,2,0.37,0
32,18502,470,2,0.18,1
39,77488,697,0,0.17,0
67,85262,727,1,0.75,0
62,52818,614,0,0.48,0
45,127882,679,1,0.15,0
40,55828,617,3,0.39,1
41,20950,686,3,0.15,0
47,61028,647,1,0.56,0
26,56779,757,0,0.23,0
36,34133,688,1,0.11,0
18,69157,570,0,0.29,1
45,18022,735,0,0.37,0
48,88817,604,0,0.4,0
33,28944,702,2,0.31,1
60,27147,739,1,0.4,0
24,45784,763,1,0.19,0
20,63562,624,7,0.71,1
42,54087,613,1,0.39,1
53,31395,685,1,0.25,0
61,36183,633,2,0.21,1
34,24839,587,2,0.61,1
54,42838,604,6,0.8,1
39,93434,658,1,0.08,0
37,48895,609,4,0.13,0
51,82096,720,1,0.24,0
48,117388,676,1,0.21,0
19,34447,620,5,0.33,1
59,43829,613,0,0.32,0
57,180361,574,2,0.73,1
31,116611,796,2,0.08,0
45,17971,642,0,0.55,0
46,61838,668,3,0.26,1
43,49037,689,0,0.5,0
32,80488,471,2,0.28,1
31,31351,750,3,0.47,1
39,29620,670,0,0.28,1
55,32674,633,0,0.09,0
47,34781,678,1,0.29,0
35,79953,576,3,0.39,1
50,24131,789,1,0.36,0
18,33739,625,1,0.36,0
54,16757,605,0,0.49,1
18,89704,603,2,0.68,1
35,105094,684,0,0.25,0
25,40285,739,2,0.26,1
23,40996,787,2,0.41,0
55,64339,656,2,0.4,0
33,118739,702,2,0.48,0
44,62640,684,1,0.29,0
39,32256,621,1,0.21,0
46,18558,825,0,0.37,0
40,25107,761,0,0.13,0
23,51222,691,0,0.11,0
52,33083,774,3,0.27,0
33,55104,752,1,0.57,0
19,35180,684,2,0.41,0
34,25980,699,6,0.44,0
59,24192,770,1,0.09,0
51,125168,623,2,0.35,0
35,83566,780,3,0.23,0
35,138456,666,1,0.22,0
35,67776,771,1,0.15,0
66,37873,679,1,0.41,0
44,108445,700,0,0.54,0
45,48057,677,0,0.46,0
53,55966,648,0,0.08,0
43,47777,663,0,0.31,0
36,15000,711,2,0.62,1
37,128391,541,2,0.05,0
39,65814,566,4,0.2,1
39,59748,636,0,0.05,0
49,47237,591,4,0.2,1
40,54071,770,2,0.2,0
49,34256,755,2,0.09,0
38,70965,715,2,0.18,0
41,22375,582,2,0.29,1
18,54810,760,0,0.3,0
51,68661,584,1,0.3,0
44,43512,808,1,0.19,0
52,61237,638,1,0.19,0
18,27043,664,1,0.58,0
67,27460,654,3,0.18,0
38,56501,562,3,0.48,1
54,73653,795,5,0.61,0
26,15916,727,4,0.43,0
47,67051,752,1,0.22,0
26,35386,559,3,0.4,1
31,43665,644,3,0.41,1
64,21944,711,1,0.07,0
37,29408,696,0,0.21,0
42,87524,610,0,0.27,0
51,49996,744,1,0.25,0
46,38961,687,0,0.33,0
41,45711,592,7,0.37,1
44,65744,568,2,0.18,0
70,63850,716,3,0.4,0
39,46863,827,2,0.33,0
42,94445,568,3,0.27,1
53,87752,690,1,0.51,0
54,62819,746,3,0.41,0
55,50653,557,2,0.33,1
48,72721,651,2,0.12,0
25,59193,628,2,0.61,0
61,92640,739,1,0.44,0
25,84097,735,2,0.36,1
43,26610,689,1,0.15,0
30,25550,601,1,0.57,1
39,32184,653,1,0.16,0
44,88052,642,0,0.27,0
44,19038,621,0,0.29,0
45,62121,673,0,0.32,0
60,60932,714,0,0.37,0
45,98478,709,0,0.14,0
36,54622,679,1,0.11,0
52,21896,683,1,0.29,0
55,27567,675,1,0.27,0
24,24120,602,0,0.4,0
47,35498,689,2,0.45,0
49,43925,644,0,0.28,0
36,24360,599,1,0.38,0
57,118467,702,1,0.24,0
38,22133,643,0,0.1,0
41,109936,693,0,0.23,0
37,99817,730,2,0.39,0
40,84034,622,2,0.05,0
25,32329,685,2,0.05,0
21,60202,524,3,0.56,1
60,22778,771,1,0.15,0
28,84672,566,0,0.49,1
27,46892,623,3,0.48,1
18,38346,760,0,0.41,0
31,23523,665,1,0.14,0
22,15000,608,2,0.17,0
61,26288,722,1,0.69,0
53,95576,721,1,0.23,0
31,38495,642,1,0.51,0
69,44285,648,0,0.31,0
52,72644,653,1,0.28,0
35,144842,667,2,0.23,0
18,108553,566,0,0.24,0
69,27353,613,2,0.69,1
21,15282,787,2,0.22,0
18,201948,626,0,0.22,0
53,191261,644,1,0.21,0
70,54889,608,1,0.21,0
57,22872,716,1,0.29,0
47,87372,752,1,0.3,0
47,45945,750,0,0.3,0
51,45807,557,1,0.53,1
49,83840,709,0,0.14,0
43,59911,766,0,0.09,0
41,24064,710,0,0.38,0
39,40342,708,0,0.18,0
30,72888,651,1,0.16,0
36,66579,693,1,0.05,0
18,57366,754,2,0.22,0
38,85823,699,0,0.26,0
27,39457,554,1,0.62,1
25,54567,606,1,0.28,1
42,15000,752,1,0.4,0
58,37429,699,1,0.13,0
51,77523,687,0,0.08,0
19,38784,646,4,0.27,0
27,37058,751,0,0.08,0
52,26242,779,0,0.42,0
27,89502,755,0,0.5,0
37,68123,766,1,0.35,0
47,80438,658,0,0.39,0
27,17400,649,0,0.28,0
41,44521,670,1,0.25,0
22,41437,682,1,0.15,0
32,41425,765,2,0.42,0
44,33873,749,0,0.35,0
19,39828,712,1,0.63,0
45,81616,563,5,0.53,1
39,15557,533,1,0.17,1
47,142397,694,2,0.42,0
42,65532,732,2,0.43,0
57,47791,675,1,0.06,0
41,84465,794,0,0.2,0
34,20514,615,0,0.24,0
41,32898,607,2,0.19,0
47,45585,640,1,0.59,0
40,111227,637,2,0.4,0
40,47672,711,4,0.46,0
30,64217,654,2,0.11,0
31,34415,544,1,0.29,1
21,65650,733,0,0.62,0
62,134100,539,0,0.51,1
23,89082,574,3,0.27,1
30,46682,582,2,0.16,0
30,73518,692,1,0.21,0
51,69321,691,0,0.28,0
36,66433,794,2,0.52,0
56,95527,734,1,0.13,0
31,95100,766,1,0.38,0
43,45419,697,2,0.16,0
29,72050,621,3,0.3,0
67,38954,687,0,0.23,0
24,28174,715,1,0.32,0
44,41701,722,1,0.1,0
48,46827,628,1,0.25,1
45,18088,709,1,0.21,0
37,82141,566,0,0.39,1
38,15000,564,1,0.32,1
40,249918,563,1,0.21,1
38,120707,681,1,0.17,0
52,41914,609,0,0.3,0
68,49298,654,2,0.08,0
32,58793,734,1,0.3,0
22,34423,618,2,0.25,0
38,55026,649,1,0.41,0
70,44963,684,1,0.22,0
29,46324,694,0,0.73,0
61,54659,650,2,0.2,0
61,22289,691,0,0.54,1
32,50198,677,1,0.76,1
47,54071,748,0,0.57,0
61,52960,675,0,0.32,0
35,43066,649,0,0.32,0
37,97024,639,0,0.36,0
32,39648,698,0,0.32,0
26,56184,657,3,0.08,0
31,106764,645,0,0.49,0
24,46740,613,1,0.41,1
40,55752,638,1,0.36,0
29,46266,691,1,0.24,0
43,102993,560,2,0.27,1
19,41997,698,2,0.23,0
44,105874,677,5,0.32,1
50,46066,645,1,0.14,0
18,29270,795,2,0.38,0
44,73690,681,1,0.06,0
55,40831,586,1,0.13,0
24,71132,605,4,0.64,1
61,15000,683,2,0.07,0
45,49174,706,1,0.13,0
30,37206,664,1,0.09,0
39,25901,584,3,0.67,1
47,35173,614,1,0.15,0
40,34744,594,1,0.26,1
47,47629,646,1,0.49,0
28,21581,611,0,0.26,0
42,59264,607,3,0.5,1
21,111271,719,2,0.17,0
38,58020,778,2,0.12,0
28,79649,725,1,0.39,0
30,94536,758,1,0.11,0
56,102939,738,3,0.3,0
54,150554,699,3,0.8,1
47,36332,659,1,0.31,0
25,31853,688,0,0.25,0
35,78439,654,0,0.21,0
55,74978,666,1,0.39,0
41,78073,684,2,0.33,0
70,152294,722,0,0.54,0
45,49356,705,2,0.41,0
42,63303,643,1,0.61,1
35,27221,683,1,0.56,0
41,176520,706,1,0.33,0
38,40057,720,0,0.12,0
49,40744,563,2,0.29,1
52,39813,615,2,0.17,0
29,33291,746,2,0.36,0
22,31645,676,2,0.2,0
18,35802,654,0,0.14,0
46,21601,664,1,0.48,0
25,30601,664,0,0.26,0
18,157846,713,0,0.29,0
45,76221,571,5,0.37,1
70,85437,681,0,0.46,0
39,99342,694,1,0.38,0
50,147337,703,1,0.09,0
41,16935,671,2,0.64,1
38,23436,710,2,0.18,0
51,30265,645,1,0.18,0
36,36981,623,0,0.29,0
43,40931,774,2,0.76,1
44,37489,627,3,0.61,1
31,55914,668,0,0.19,0
52,50069,720,3,0.06,0
37,31770,775,2,0.44,0
30,15000,604,3,0.38,1
46,27018,620,2,0.09,0
28,35258,584,0,0.66,1
40,42266,775,1,0.22,0
39,24889,564,2,0.38,1
54,36516,678,1,0.14,0
46,24869,591,3,0.5,1
39,45456,541,2,0.38,1
50,25748,662,5,0.25,0
58,29456,596,2,0.19,1
47,22354,638,1,0.36,0
40,44707,800,0,0.45,0
22,29147,705,0,0.1,0
26,84463,682,0,0.15,1
36,62536,729,1,0.36,0
32,47008,673,2,0.11,0
37,30379,653,2,0.36,0
40,61593,694,0,0.19,0
46,74192,690,2,0.12,0
39,53402,617,3,0.7,1
46,128312,687,2,0.48,0
40,64587,583,2,0.28,1
18,84809,669,0,0.05,0
27,53110,608,1,0.39,1
38,73526,551,0,0.64,1
24,30391,538,2,0.19,0
47,37233,623,3,0.09,0
59,60452,788,2,0.45,0
55,60189,661,1,0.45,0
37,66474,726,0,0.29,0
59,94867,552,0,0.14,0
41,20848,596,2,0.31,1
35,27318,598,1,0.1,0
32,56260,619,5,0.35,1
36,31741,825,1,0.14,0
34,250000,707,0,0.24,0
42,66798,781,1,0.09,0
42,46770,664,0,0.29,0
40,35979,761,1,0.31,0
45,36750,804,1,0.06,0
55,49915,643,3,0.76,1
52,52427,647,3,0.19,0
20,37271,550,3,0.26,1
18,41610,661,3,0.24,0
52,109817,626,1,0.53,1
22,112499,771,2,0.51,1
37,57023,602,1,0.19,0
24,21921,683,0,0.15,0
18,67717,515,3,0.54,1
47,124563,654,0,0.39,0
49,111509,698,2,0.11,0
32,76164,710,0,0.36,0
18,115088,661,5,0.57,1
32,50616,703,1,0.15,0
45,71457,714,0,0.34,0
20,32582,682,1,0.22,0
42,58416,617,0,0.22,0
39,108849,568,2,0.06,0
47,34418,612,5,0.2,1
41,29235,671,3,0.23,0
27,51973,755,2,0.52,0
55,42787,673,0,0.51,0
37,72365,642,1,0.55,1
39,37348,703,1,0.34,0
27,137456,663,3,0.52,0
34,22611,728,1,0.25,0
28,104009,798,1,0.53,0
37,30979,811,1,0.3,0
62,16687,685,1,0.28,0
22,56541,700,0,0.14,0
19,42076,774,3,0.44,0
59,25190,671,2,0.35,0
37,17875,720,3,0.28,0
31,48775,589,2,0.3,1
53,88036,661,4,0.36,0
32,69631,749,2,0.39,0
63,50717,636,2,0.26,0
48,65336,672,2,0.51,0
33,48226,585,2,0.21,0
68,20788,800,0,0.27,0
32,20899,755,1,0.28,0
49,43394,691,1,0.43,0
43,44516,665,3,0.39,1
56,81682,703,2,0.15,0
60,77217,763,0,0.3,0
40,70479,648,0,0.26,0
30,41432,723,0,0.19,0
45,21409,744,1,0.2,0
31,62770,752,0,0.29,0
66,67178,544,1,0.21,0
41,15000,644,0,0.33,0
35,29714,588,3,0.21,1
42,32382,688,1,0.13,0
22,52628,527,3,0.43,1
27,30272,500,3,0.67,1
55,47911,810,1,0.24,0
31,43203,690,5,0.18,1
26,44556,687,0,0.24,0
46,31893,701,1,0.54,0
55,33409,688,1,0.55,0
49,25638,739,0,0.29,0
52,61576,642,1,0.29,0
30,69055,691,0,0.62,0
21,30872,693,1,0.16,0
59,122074,559,3,0.46,1
35,40588,756,0,0.5,0
36,122775,653,1,0.17,0
57,33347,741,2,0.18,0
47,15000,686,1,0.09,0
45,62399,778,0,0.25,0
68,56904,617,1,0.35,0
31,50042,561,3,0.51,1
52,33344,625,3,0.18,0
40,48014,687,2,0.1,0
43,36070,772,2,0.34,0
59,40887,775,0,0.4,0
46,81225,541,0,0.24,0
46,54749,694,1,0.22,0
53,70683,487,1,0.07,0
35,42654,727,0,0.27,0
29,39926,747,2,0.6,0
26,24536,657,3,0.18,1
18,39260,685,2,0.14,0
66,15000,631,1,0.33,1
25,34401,632,0,0.27,0
37,46670,705,0,0.07,0
36,68748,666,1,0.3,0
43,41722,735,2,0.3,0
50,60391,638,0,0.29,1
51,15000,628,1,0.16,0
32,47377,587,1,0.26,0
37,17895,568,0,0.16,0
43,23742,758,0,0.24,0
36,43813,652,0,0.38,0
60,105425,700,0,0.37,0
46,61250,786,0,0.21,0
49,49559,646,3,0.37,0
48,48449,642,1,0.25,0
55,31946,672,0,0.43,0
42,35369,681,2,0.31,0
23,63349,793,1,0.25,0
45,21349,773,1,0.45,0
31,69970,717,1,0.16,0
33,38827,766,0,0.2,0
47,80445,617,4,0.19,1
56,87260,697,1,0.16,0
40,17964,661,0,0.2,0
44,34580,569,3,0.59,1
62,29339,752,2,0.27,0
43,16520,711,0,0.18,0
70,26383,681,1,0.28,0
47,212087,621,2,0.3,1
18,70665,589,2,0.21,0
49,154874,621,1,0.2,0
44,80616,700,1,0.32,0
56,31410,648,0,0.38,0
48,38985,614,2,0.46,1
38,69777,673,0,0.36,0
24,63735,639,2,0.38,0
37,34668,621,0,0.14,0
28,19811,583,1,0.15,0
32,250000,647,3,0.18,1
47,45040,717,2,0.36,0
61,40318,528,3,0.27,1
45,52470,678,1,0.18,0
24,42377,696,1,0.41,0
45,52766,620,1,0.31,0
55,106103,765,5,0.12,0
32,45491,656,0,0.61,0
38,24400,673,0,0.29,0
40,44489,670,2,0.34,0
29,37099,573,0,0.34,0
48,115190,740,2,0.07,0
38,98979,566,6,0.41,1
45,52287,665,2,0.11,0
28,22759,715,0,0.28,0
34,23493,767,1,0.17,0
49,49467,587,2,0.64,1
35,59981,653,1,0.19,0
62,39152,762,0,0.35,0
34,36750,707,0,0.05,0
42,34348,720,1,0.51,0
52,48337,595,2,0.64,1
21,15000,606,7,0.51,1
18,25316,613,0,0.19,1
20,33650,628,0,0.44,0
56,101164,535,3,0.12,1
32,30082,649,3,0.06,0
70,54626,761,1,0.14,0
32,56158,683,3,0.48,0
42,106803,762,0,0.65,0
60,104563,690,0,0.23,0
66,47358,634,0,0.52,0
66,36853,756,2,0.12,0
55,32915,692,1,0.58,0
53,42419,737,0,0.18,0
47,37781,615,2,0.31,0
50,68334,742,1,0.3,0
32,63081,744,0,0.32,0
29,69918,697,1,0.34,0
39,104356,631,4,0.52,0
37,149899,677,2,0.31,0
34,52828,680,5,0.57,1
49,94814,694,0,0.23,0
52,39695,716,2,0.28,0
41,99808,740,0,0.26,0
59,92679,641,3,0.18,0
25,89773,587,1,0.7,1
37,51867,677,1,0.08,0
30,32826,660,2,0.28,0
18,21232,727,0,0.08,0
38,47857,615,0,0.23,0
38,122983,695,5,0.22,1
59,40704,761,2,0.27,0
48,78517,680,1,0.35,0
26,81338,683,2,0.26,0
64,41348,633,0,0.48,0
55,107991,647,1,0.29,0
47,15000,655,1,0.07,0
37,23537,766,0,0.11,0
27,28300,675,0,0.21,0
35,29976,565,1,0.78,1
54,59979,695,1,0.38,0
64,58338,729,0,0.27,0
60,62093,678,0,0.17,0
33,70097,768,0,0.11,0
25,27720,726,2,0.27,0
41,23602,617,1,0.43,0
18,62180,646,1,0.16,0
44,33585,693,1,0.13,0
38,19105,580,0,0.21,0
33,87799,700,0,0.38,0
19,113216,574,1,0.16,0
46,124778,741,2,0.2,0
33,54841,734,1,0.73,0
24,71364,710,0,0.12,0
18,111515,639,0,0.14,0
39,33361,690,1,0.46,0
63,95454,616,1,0.59,1
61,57828,618,2,0.29,0
34,84814,659,0,0.2,0
32,54811,721,0,0.1,0
46,106697,682,2,0.36,0
27,56056,710,5,0.43,1
43,20122,725,3,0.43,0
49,117143,719,0,0.05,0
55,27763,583,2,0.31,0
38,103967,636,2,0.55,1
37,46437,616,0,0.18,0
28,99270,669,0,0.66,0
29,96844,638,0,0.26,0
37,63454,657,1,0.15,0
44,66510,743,0,0.32,0
51,63169,708,1,0.12,0
29,15000,688,3,0.25,1
59,52627,583,0,0.27,0
36,25093,662,2,0.35,1
39,54323,738,1,0.09,0
30,24691,770,1,0.39,0
18,24077,546,3,0.27,1
51,128407,621,3,0.61,1
49,93122,742,2,0.21,0
36,48899,668,0,0.15,0
40,54767,625,1,0.32,0
46,42245,542,3,0.33,1
19,69004,623,1,0.18,0
33,32675,578,1,0.66,0
50,88986,651,6,0.14,1
23,42114,733,3,0.31,0
43,38104,604,2,0.19,0
22,49663,695,2,0.06,0
46,34382,730,1,0.3,0
39,59707,679,0,0.24,0
19,35510,560,3,0.65,1
55,64933,703,2,0.39,0
30,101681,676,2,0.2,0
29,31837,670,0,0.24,0
42,45326,647,0,0.51,0
54,64653,685,1,0.17,0
26,37740,710,1,0.11,0
40,64769,790,4,0.64,1
45,68407,686,0,0.13,0
49,93897,770,1,0.37,0
42,34077,701,1,0.2,0
35,27842,651,4,0.32,1
29,40759,688,0,0.06,0
41,27428,570,2,0.2,1
26,68782,698,0,0.15,0
18,24414,560,1,0.36,0
45,198751,628,0,0.26,0
51,106676,686,1,0.08,0
18,49392,714,2,0.35,1
26,82490,765,0,0.25,0
48,18359,665,2,0.11,0
66,222798,689,2,0.54,0
40,34402,739,2,0.5,0
30,45601,580,3,0.43,1
37,16097,704,1,0.05,0
57,65628,599,3,0.44,1
31,25240,669,0,0.25,0
29,52103,652,2,0.19,0
33,35363,706,1,0.56,0
27,25677,713,0,0.05,0
41,30253,733,1,0.35,0
61,56132,700,2,0.39,0
44,22722,690,1,0.43,0
36,31279,791,2,0.2,0
36,72981,551,0,0.3,1
19,233628,781,2,0.47,0
51,65287,619,4,0.28,1
38,28272,714,2,0.4,0
37,39329,660,0,0.22,0
70,49958,637,2,0.13,0
43,39749,709,2,0.51,0
30,84274,742,1,0.26,0
34,55853,708,3,0.36,0
54,84517,647,4,0.1,0
41,40592,850,0,0.35,0
21,108586,751,1,0.33,0
51,44360,736,1,0.07,0
31,27372,619,0,0.8,1
64,181025,642,0,0.4,0
54,16399,623,3,0.7,1
34,31468,744,2,0.31,0
56,33650,620,1,0.38,0
40,220793,615,2,0.16,0
51,144945,712,0,0.27,0
46,120133,699,0,0.41,0
28,40199,598,1,0.49,1
31,210177,614,3,0.25,0
53,61145,766,5,0.17,0
35,88111,701,0,0.56,0
34,54601,542,6,0.69,1
27,47587,602,1,0.29,0
45,42147,658,0,0.31,0
66,43226,723,0,0.15,0
26,70621,715,1,0.24,0
40,61103,747,1,0.24,0
58,48103,542,4,0.4,1
38,121262,693,1,0.07,0
45,15000,765,1,0.36,0
26,66564,759,1,0.25,0
45,75406,701,0,0.21,0
37,97555,820,0,0.05,0
52,47149,716,1,0.1,0
55,55534,742,2,0.64,0
70,88571,682,2,0.08,0
47,119934,633,0,0.47,0
44,40932,607,3,0.64,1
42,57537,690,1,0.33,0
35,134207,667,3,0.47,0
44,15000,527,0,0.44,1
36,32402,618,0,0.18,0
42,118125,660,1,0.15,0
57,94421,723,2,0.35,0
26,67068,630,3,0.3,1
54,37452,675,2,0.25,0
57,28880,567,4,0.57,1
38,34381,681,1,0.16,0
18,124095,713,2,0.5,1
32,33621,647,2,0.57,1
56,52096,589,1,0.17,0
39,31187,604,2,0.32,0
27,81280,715,0,0.45,0
33,35481,666,2,0.05,0
50,46232,675,1,0.22,0
47,17853,643,1,0.12,0
36,18619,710,0,0.17,0
35,49247,617,0,0.57,1
34,22134,613,2,0.4,1
28,173347,628,0,0.3,0
60,15000,735,1,0.05,0
35,30330,666,0,0.05,0
55,49514,716,4,0.43,0
59,39376,608,1,0.15,0
52,25273,784,0,0.17,0
34,27590,756,0,0.34,0
45,27054,524,3,0.29,1
39,41273,631,0,0.15,0
28,158127,708,3,0.2,0
44,51367,546,3,0.69,1
24,99681,672,1,0.19,0
55,66448,705,1,0.36,0
33,95637,629,2,0.61,1
42,15000,712,1,0.21,0
43,40836,618,2,0.8,1
36,107396,545,2,0.32,0
47,34785,738,0,0.53,0
33,141136,738,1,0.36,0
51,119411,830,0,0.36,0
22,36994,506,1,0.57,1
41,36246,725,1,0.23,0
65,26684,561,0,0.38,0
26,33598,785,1,0.44,0
31,23398,709,0,0.18,0
46,63404,622,1,0.4,0
42,20462,726,0,0.34,0
44,70420,589,6,0.41,1
46,71456,698,0,0.22,0
48,18092,692,2,0.13,0
54,124230,784,0,0.46,0
45,66713,788,1,0.27,0
36,76865,644,0,0.23,0
48,31094,743,1,0.14,0
64,71212,701,0,0.2,0
38,96358,555,1,0.69,1
27,46204,638,2,0.11,0
54,162942,820,1,0.37,0
38,50334,701,0,0.28,0
18,97194,739,1,0.54,0
51,58442,667,2,0.45,0
33,69655,647,0,0.31,0
38,17983,681,1,0.29,0
44,61244,664,1,0.22,0
42,31540,532,3,0.21,1
49,29500,592,2,0.2,1
34,139589,722,0,0.15,0
46,43119,657,1,0.45,0
36,26849,681,0,0.32,0
49,39518,694,2,0.21,0
47,22465,698,1,0.1,0
27,115882,748,1,0.43,0
54,32292,614,1,0.09,0
33,67344,690,2,0.5,1
50,110598,725,0,0.08,0
44,36312,739,0,0.05,0
63,67454,543,7,0.25,1
37,26421,695,0,0.2,0
35,212662,782,1,0.4,0
39,85976,674,1,0.35,0
36,43670,709,0,0.13,0
50,30831,704,2,0.28,1
18,45779,618,1,0.35,0
26,39975,734,4,0.49,1
26,158223,709,1,0.19,0
52,23498,664,3,0.4,1
62,53150,580,1,0.48,0
38,48484,727,0,0.05,0
37,45686,654,0,0.25,1
40,45927,777,3,0.28,0
55,45723,661,2,0.48,0
27,82771,620,5,0.28,0
43,70642,639,2,0.17,0
52,63028,649,2,0.46,0
46,15000,612,1,0.4,0
42,58681,727,4,0.65,1
53,18153,736,3,0.38,1
18,72243,668,0,0.37,0
48,118740,656,2,0.09,0
31,28120,571,0,0.06,0
18,41895,721,1,0.06,0
46,34213,779,1,0.07,0
57,102873,641,0,0.28,0
38,51897,672,1,0.36,0
52,138274,706,1,0.34,0
60,62834,783,1,0.18,0
57,56696,691,0,0.41,0
61,51068,691,2,0.3,0
49,80081,690,0,0.19,0
40,17281,561,3,0.75,1
19,51596,534,1,0.37,1
36,47003,631,1,0.18,0
29,75754,740,1,0.35,0
68,43799,659,1,0.37,0
37,26285,611,4,0.24,1
41,49237,622,1,0.32,1
47,25598,631,3,0.17,1
40,15441,726,4,0.27,1
62,75831,670,1,0.3,0
31,69385,632,2,0.1,0
42,64877,681,2,0.26,0
30,107125,785,1,0.57,0
22,32891,649,2,0.36,0
32,20771,609,1,0.23,0
39,47003,649,0,0.26,0
34,39795,687,1,0.09,0
30,29573,721,0,0.23,0
21,46727,740,1,0.31,0
38,33963,567,2,0.64,1
20,16291,622,0,0.26,0
49,37620,619,2,0.3,1
41,24789,721,0,0.36,0
21,56330,604,0,0.8,0
35,33069,643,2,0.07,0
30,95509,644,1,0.29,0
44,128324,736,1,0.54,0
57,73690,711,0,0.25,0
18,19329,734,2,0.09,0
41,120948,760,1,0.38,0
37,126175,661,2,0.15,0
48,49576,608,1,0.52,0
42,108418,555,3,0.11,1
30,35206,569,2,0.38,0
35,15998,621,2,0.16,1
29,31064,656,2,0.14,0
53,138355,727,0,0.57,0
40,20037,681,3,0.25,0
64,49006,650,1,0.05,0
39,50035,673,1,0.31,0
30,36033,591,1,0.4,1
20,37567,741,4,0.43,0
18,51192,632,1,0.14,0
19,34985,611,0,0.36,0
43,20884,695,1,0.68,1
46,55771,714,0,0.57,0
19,93341,530,1,0.67,1
51,82598,731,1,0.31,0
33,30156,635,2,0.29,0
41,23138,613,4,0.4,1
60,41335,691,2,0.25,0
51,125577,715,0,0.44,0
36,72211,706,1,0.39,0
28,74785,677,1,0.12,0
18,83609,654,2,0.2,0
30,63098,704,1,0.36,0
37,52699,672,2,0.23,0
27,72939,788,3,0.14,0
38,35323,715,0,0.09,0
40,20979,580,3,0.8,1
37,75644,651,2,0.21,0
31,103016,682,1,0.25,0
42,25060,757,1,0.14,0
45,80270,764,1,0.57,0
25,134384,656,0,0.33,0
58,48954,568,1,0.12,1
38,30007,575,1,0.2,1
40,52775,695,0,0.44,0
49,35230,818,1,0.22,0
43,33859,712,1,0.33,0
52,63570,584,2,0.55,0
43,18727,636,0,0.44,0
32,20612,590,0,0.49,1
44,49591,593,3,0.5,1
25,48369,606,4,0.58,1
41,60242,702,1,0.14,0
39,151015,720,0,0.26,0
37,52193,745,1,0.43,0
38,70185,711,3,0.22,0
18,27301,503,0,0.16,1
32,77711,596,4,0.47,1
41,35744,670,2,0.46,0
42,51167,688,1,0.36,0
26,45921,731,0,0.32,0
56,91106,682,1,0.18,0
28,22337,683,0,0.58,0
52,15000,694,2,0.24,0
45,43128,664,1,0.11,0
31,64933,685,0,0.27,0
63,53710,747,2,0.22,0
24,102674,674,2,0.29,0
51,63730,678,1,0.08,0
53,34950,677,1,0.35,0
31,15000,757,0,0.31,0
58,42515,563,3,0.56,1
